hour,day_of_week,weather,road_id,road_type,vehicle_count,is_weekend,congestion_level
7,Sunday,Stormy,R3,highway,363,1,High
13,Sunday,Clear,R1,local,54,1,Medium
20,Sunday,Stormy,R3,arterial,121,1,High
7,Monday,Foggy,R6,arterial,197,0,High
9,Friday,Stormy,R5,arterial,197,0,High
23,Friday,Stormy,R5,local,57,0,High
17,Monday,Stormy,R7,highway,500,0,High
18,Sunday,Clear,R3,local,12,1,Low
16,Wednesday,Stormy,R8,local,53,0,High
10,Monday,Stormy,R1,highway,253,0,High
6,Tuesday,Stormy,R8,arterial,138,0,High
23,Thursday,Cloudy,R1,highway,259,0,Medium
22,Monday,Cloudy,R8,arterial,97,0,Medium
10,Sunday,Cloudy,R3,arterial,116,1,Medium
12,Sunday,Stormy,R1,arterial,160,1,High
12,Thursday,Rainy,R8,highway,445,0,High
10,Monday,Foggy,R2,local,35,0,Medium
8,Thursday,Rainy,R6,arterial,196,0,High
13,Sunday,Rainy,R8,local,77,1,High
4,Thursday,Stormy,R8,highway,25,0,Low
9,Thursday,Clear,R1,local,59,0,Medium
23,Monday,Stormy,R6,arterial,123,0,High
21,Tuesday,Stormy,R8,local,36,0,Medium
19,Thursday,Cloudy,R3,arterial,163,0,High
11,Tuesday,Stormy,R3,local,50,0,High
7,Monday,Cloudy,R5,local,72,0,High
8,Tuesday,Stormy,R7,local,83,0,High
23,Thursday,Clear,R7,highway,181,0,Low
21,Friday,Foggy,R3,local,34,0,Medium
19,Saturday,Cloudy,R8,highway,204,1,Low
23,Sunday,Clear,R1,arterial,46,1,Low
3,Monday,Foggy,R1,local,15,0,Low
15,Sunday,Stormy,R5,local,35,1,Medium
9,Saturday,Cloudy,R4,local,33,1,Medium
14,Sunday,Foggy,R7,arterial,173,1,High
3,Monday,Clear,R7,highway,40,0,Low
2,Friday,Rainy,R2,highway,33,0,Low
10,Saturday,Cloudy,R2,highway,288,1,Medium
22,Tuesday,Rainy,R6,highway,181,0,Medium
6,Tuesday,Cloudy,R4,local,43,0,Medium
1,Friday,Rainy,R8,arterial,34,0,Low
16,Tuesday,Clear,R2,arterial,79,0,Low
21,Wednesday,Stormy,R6,arterial,147,0,High
0,Sunday,Clear,R6,arterial,10,1,Low
15,Saturday,Foggy,R2,highway,161,1,Low
6,Thursday,Cloudy,R7,highway,162,0,Low
15,Wednesday,Stormy,R1,local,37,0,Medium
19,Monday,Foggy,R3,highway,496,0,High
16,Friday,Stormy,R4,highway,304,0,High
10,Sunday,Foggy,R1,highway,393,1,High
6,Tuesday,Rainy,R7,arterial,103,0,Medium
4,Saturday,Cloudy,R4,arterial,8,1,Low
4,Tuesday,Foggy,R2,arterial,10,0,Low
20,Wednesday,Cloudy,R2,arterial,60,0,Low
12,Sunday,Rainy,R1,arterial,181,1,High
23,Sunday,Foggy,R2,local,24,1,Low
3,Thursday,Rainy,R6,arterial,11,0,Low
17,Wednesday,Cloudy,R4,local,79,0,High
18,Tuesday,Stormy,R2,highway,502,0,High
19,Thursday,Rainy,R8,highway,504,0,High
4,Sunday,Foggy,R2,local,10,1,Low
9,Saturday,Stormy,R5,highway,230,1,Medium
14,Sunday,Foggy,R6,arterial,169,1,High
13,Monday,Cloudy,R2,highway,302,0,Medium
21,Thursday,Stormy,R7,arterial,107,0,High
12,Thursday,Rainy,R3,highway,433,0,High
11,Friday,Clear,R8,highway,152,0,Low
14,Saturday,Rainy,R5,highway,412,1,High
22,Friday,Cloudy,R4,arterial,71,0,Low
14,Thursday,Cloudy,R1,local,31,0,Low
17,Tuesday,Clear,R6,arterial,138,0,Medium
12,Friday,Cloudy,R5,arterial,125,0,Medium
23,Saturday,Stormy,R5,highway,175,1,Medium
8,Tuesday,Clear,R7,arterial,187,0,High
7,Wednesday,Cloudy,R7,arterial,167,0,High
10,Sunday,Foggy,R8,arterial,139,1,High
18,Friday,Cloudy,R3,highway,485,0,High
4,Saturday,Clear,R7,arterial,6,1,Low
1,Sunday,Foggy,R2,highway,43,1,Low
0,Saturday,Clear,R5,highway,15,1,Low
6,Tuesday,Cloudy,R7,arterial,80,0,Low
19,Wednesday,Rainy,R1,highway,504,0,High
5,Thursday,Clear,R7,highway,35,0,Low
2,Friday,Stormy,R2,highway,48,0,Low
1,Thursday,Foggy,R6,highway,48,0,Low
22,Thursday,Cloudy,R3,arterial,92,0,Medium
21,Sunday,Foggy,R5,arterial,71,1,Medium
4,Thursday,Rainy,R3,arterial,27,0,Low
6,Thursday,Clear,R5,highway,161,0,Low
9,Monday,Rainy,R1,arterial,200,0,High
16,Thursday,Clear,R1,highway,215,0,Low
10,Wednesday,Rainy,R4,highway,186,0,Medium
10,Saturday,Foggy,R3,highway,378,1,High
20,Monday,Cloudy,R2,highway,162,0,Low
20,Tuesday,Cloudy,R7,local,36,0,Medium
0,Tuesday,Foggy,R4,local,7,0,Low
1,Saturday,Foggy,R2,local,0,1,Low
12,Thursday,Stormy,R7,highway,401,0,High
20,Thursday,Foggy,R6,arterial,68,0,Low
8,Thursday,Foggy,R2,local,76,0,High
7,Saturday,Clear,R4,arterial,66,1,Low
8,Wednesday,Stormy,R1,highway,495,0,High
12,Monday,Rainy,R4,arterial,162,0,High
14,Friday,Stormy,R8,highway,375,0,High
4,Wednesday,Rainy,R7,highway,78,0,Low
3,Friday,Rainy,R7,local,15,0,Low
16,Saturday,Stormy,R6,arterial,65,1,Medium
13,Tuesday,Rainy,R6,highway,352,0,High
12,Monday,Foggy,R3,highway,376,0,High
7,Thursday,Cloudy,R2,highway,447,0,High
17,Monday,Rainy,R7,highway,496,0,High
12,Wednesday,Rainy,R7,local,59,0,High
3,Thursday,Rainy,R2,highway,55,0,Low
10,Tuesday,Stormy,R5,arterial,108,0,High
3,Wednesday,Foggy,R7,local,9,0,Low
20,Thursday,Stormy,R3,local,36,0,Medium
22,Friday,Clear,R4,arterial,72,0,Low
3,Tuesday,Rainy,R6,highway,44,0,Low
4,Saturday,Stormy,R4,local,5,1,Low
8,Friday,Stormy,R3,local,79,0,High
15,Monday,Foggy,R8,local,39,0,Medium
1,Sunday,Clear,R3,local,8,1,Low
3,Saturday,Stormy,R8,highway,66,1,Low
22,Thursday,Rainy,R3,arterial,125,0,High
9,Saturday,Stormy,R4,arterial,92,1,Medium
10,Thursday,Clear,R4,highway,142,0,Low
10,Thursday,Stormy,R2,local,39,0,Medium
2,Thursday,Cloudy,R8,arterial,17,0,Low
12,Monday,Rainy,R7,highway,365,0,High
21,Wednesday,Foggy,R4,highway,209,0,Medium
11,Monday,Cloudy,R3,highway,195,0,Low
8,Sunday,Stormy,R6,arterial,63,1,Medium
12,Tuesday,Rainy,R6,highway,426,0,High
23,Saturday,Cloudy,R6,arterial,94,1,Medium
19,Monday,Foggy,R2,local,71,0,High
3,Tuesday,Stormy,R2,local,9,0,Low
16,Saturday,Stormy,R3,highway,219,1,Medium
12,Saturday,Cloudy,R2,highway,319,1,Medium
6,Monday,Cloudy,R2,highway,271,0,Medium
13,Monday,Foggy,R1,arterial,152,0,High
19,Wednesday,Cloudy,R5,highway,397,0,High
17,Wednesday,Cloudy,R7,highway,403,0,High
3,Monday,Rainy,R4,highway,83,0,Low
2,Wednesday,Rainy,R3,arterial,24,0,Low
14,Saturday,Clear,R1,arterial,111,1,Medium
21,Friday,Stormy,R1,local,57,0,High
2,Sunday,Cloudy,R6,highway,18,1,Low
7,Friday,Rainy,R1,local,78,0,High
22,Tuesday,Stormy,R1,local,44,0,High
4,Sunday,Stormy,R2,local,10,1,Low
14,Saturday,Stormy,R5,highway,497,1,High
0,Thursday,Rainy,R2,local,4,0,Low
14,Thursday,Rainy,R4,highway,203,0,Medium
18,Tuesday,Clear,R1,local,65,0,High
15,Monday,Foggy,R8,highway,267,0,Medium
17,Tuesday,Cloudy,R1,local,71,0,High
1,Monday,Clear,R3,arterial,16,0,Low
2,Sunday,Foggy,R3,local,2,1,Low
7,Tuesday,Stormy,R4,highway,500,0,High
20,Saturday,Clear,R7,arterial,59,1,Low
17,Friday,Clear,R1,highway,397,0,Medium
20,Monday,Rainy,R5,arterial,103,0,Medium
8,Monday,Clear,R6,highway,454,0,High
2,Thursday,Clear,R8,highway,38,0,Low
10,Tuesday,Stormy,R1,highway,375,0,High
6,Saturday,Clear,R2,arterial,17,1,Low
3,Sunday,Clear,R7,highway,34,1,Low
8,Sunday,Cloudy,R7,arterial,76,1,Low
18,Tuesday,Stormy,R8,arterial,195,0,High
9,Saturday,Rainy,R4,local,35,1,Medium
8,Thursday,Stormy,R3,highway,499,0,High
13,Sunday,Foggy,R6,arterial,166,1,High
14,Monday,Clear,R8,arterial,49,0,Low
5,Monday,Foggy,R2,highway,33,0,Low
13,Thursday,Rainy,R2,highway,391,0,High
3,Friday,Rainy,R5,highway,81,0,Low
18,Monday,Cloudy,R6,highway,415,0,High
13,Sunday,Rainy,R6,highway,358,1,High
21,Sunday,Cloudy,R8,highway,195,1,Low
5,Wednesday,Stormy,R7,highway,76,0,Low
11,Friday,Cloudy,R1,highway,156,0,Low
11,Monday,Clear,R2,highway,129,0,Low
3,Tuesday,Stormy,R6,arterial,34,0,Low
8,Friday,Foggy,R6,highway,501,0,High
0,Tuesday,Rainy,R5,arterial,26,0,Low
22,Monday,Clear,R4,highway,232,0,Medium
21,Wednesday,Rainy,R8,arterial,129,0,High
15,Friday,Rainy,R2,highway,285,0,Medium
16,Saturday,Rainy,R5,highway,194,1,Medium
12,Friday,Clear,R4,arterial,117,0,Medium
23,Saturday,Clear,R1,highway,104,1,Low
12,Tuesday,Foggy,R6,highway,402,0,High
15,Sunday,Clear,R5,arterial,64,1,Low
17,Sunday,Clear,R1,arterial,89,1,Low
17,Tuesday,Cloudy,R8,highway,470,0,High
2,Wednesday,Rainy,R5,arterial,22,0,Low
11,Thursday,Rainy,R6,arterial,128,0,High
4,Thursday,Foggy,R6,arterial,31,0,Low
9,Sunday,Cloudy,R1,highway,174,1,Low
8,Friday,Stormy,R2,local,76,0,High
11,Tuesday,Stormy,R8,arterial,86,0,Medium
19,Sunday,Foggy,R2,highway,219,1,Medium
0,Monday,Rainy,R1,arterial,21,0,Low
16,Sunday,Rainy,R6,arterial,123,1,High
5,Wednesday,Rainy,R1,highway,44,0,Low
6,Sunday,Cloudy,R4,highway,30,1,Low
6,Monday,Stormy,R2,local,59,0,High
2,Tuesday,Cloudy,R5,highway,62,0,Low
6,Friday,Foggy,R5,arterial,74,0,Medium
1,Monday,Clear,R1,local,7,0,Low
18,Wednesday,Clear,R8,highway,377,0,Medium
18,Monday,Clear,R1,arterial,173,0,High
14,Sunday,Foggy,R8,arterial,170,1,High
3,Friday,Cloudy,R2,local,7,0,Low
18,Wednesday,Clear,R6,local,58,0,Medium
22,Sunday,Foggy,R7,highway,138,1,Low
19,Monday,Clear,R6,local,68,0,High
7,Sunday,Rainy,R6,arterial,107,1,Medium
14,Thursday,Foggy,R3,arterial,78,0,Medium
23,Thursday,Foggy,R3,arterial,108,0,Medium
14,Tuesday,Clear,R1,arterial,99,0,Medium
17,Tuesday,Clear,R7,highway,416,0,High
15,Friday,Clear,R2,local,29,0,Low
16,Saturday,Rainy,R7,local,47,1,High
17,Thursday,Cloudy,R7,highway,419,0,High
6,Saturday,Rainy,R2,highway,48,1,Low
3,Monday,Clear,R1,highway,52,0,Low
19,Tuesday,Rainy,R6,highway,499,0,High
13,Sunday,Rainy,R1,local,60,1,High
5,Friday,Clear,R3,highway,53,0,Low
2,Tuesday,Foggy,R2,highway,45,0,Low
21,Saturday,Cloudy,R7,highway,190,1,Low
13,Monday,Stormy,R6,local,78,0,High
14,Wednesday,Clear,R6,arterial,71,0,Low
16,Sunday,Clear,R4,arterial,73,1,Low
19,Friday,Stormy,R6,highway,502,0,High
19,Monday,Stormy,R7,highway,500,0,High
22,Tuesday,Foggy,R1,local,33,0,Medium
23,Tuesday,Foggy,R6,arterial,81,0,Medium
23,Tuesday,Foggy,R2,local,33,0,Medium
5,Monday,Rainy,R7,highway,28,0,Low
7,Sunday,Cloudy,R3,arterial,87,1,Medium
20,Friday,Clear,R7,highway,207,0,Low
14,Friday,Stormy,R3,highway,383,0,High
2,Tuesday,Clear,R6,arterial,19,0,Low
2,Sunday,Stormy,R2,highway,63,1,Low
18,Thursday,Stormy,R7,arterial,199,0,High
14,Friday,Clear,R5,local,26,0,Low
3,Sunday,Rainy,R7,highway,27,1,Low
13,Saturday,Rainy,R7,highway,426,1,High
6,Tuesday,Clear,R1,highway,246,0,Medium
21,Saturday,Cloudy,R2,local,18,1,Low
19,Sunday,Foggy,R3,arterial,114,1,Medium
12,Sunday,Cloudy,R6,arterial,126,1,Medium
15,Tuesday,Rainy,R7,highway,344,0,High
8,Tuesday,Foggy,R7,highway,499,0,High
14,Friday,Rainy,R4,arterial,68,0,Medium
20,Monday,Cloudy,R5,arterial,52,0,Low
12,Friday,Foggy,R7,local,65,0,High
8,Wednesday,Stormy,R6,arterial,204,0,High
14,Thursday,Clear,R1,highway,240,0,Medium
20,Sunday,Stormy,R4,highway,305,1,High
17,Sunday,Clear,R8,highway,218,1,Low
19,Friday,Cloudy,R6,arterial,168,0,High
18,Monday,Stormy,R8,arterial,202,0,High
6,Thursday,Stormy,R3,highway,287,0,High
3,Wednesday,Clear,R5,highway,20,0,Low
12,Monday,Clear,R3,highway,289,0,Medium
16,Saturday,Cloudy,R2,local,26,1,Low
11,Tuesday,Stormy,R5,arterial,125,0,High
15,Thursday,Foggy,R4,highway,202,0,Medium
9,Tuesday,Foggy,R6,arterial,202,0,High
6,Monday,Clear,R1,highway,154,0,Low
10,Saturday,Cloudy,R2,highway,329,1,Medium
7,Wednesday,Clear,R3,arterial,189,0,High
23,Saturday,Foggy,R2,highway,155,1,Low
13,Wednesday,Foggy,R4,highway,380,0,High
16,Thursday,Clear,R8,local,31,0,Low
7,Monday,Clear,R8,arterial,164,0,High
1,Saturday,Cloudy,R4,arterial,19,1,Low
19,Wednesday,Rainy,R3,local,84,0,High
13,Monday,Stormy,R6,arterial,184,0,High
16,Monday,Foggy,R2,arterial,96,0,Medium
20,Wednesday,Stormy,R7,highway,365,0,High
6,Saturday,Foggy,R1,local,11,1,Low
13,Tuesday,Cloudy,R3,local,45,0,Medium
20,Wednesday,Cloudy,R7,local,22,0,Low
0,Tuesday,Foggy,R6,arterial,24,0,Low
5,Wednesday,Clear,R2,highway,33,0,Low
14,Sunday,Rainy,R3,highway,438,1,High
11,Friday,Foggy,R4,highway,295,0,Medium
6,Sunday,Clear,R3,local,7,1,Low
23,Wednesday,Foggy,R6,arterial,87,0,Medium
14,Wednesday,Clear,R5,arterial,67,0,Low
10,Saturday,Cloudy,R7,local,44,1,Medium
15,Saturday,Rainy,R5,highway,284,1,Medium
20,Wednesday,Clear,R4,arterial,72,0,Low
8,Wednesday,Stormy,R6,arterial,197,0,High
18,Tuesday,Clear,R4,arterial,155,0,Medium
12,Wednesday,Cloudy,R1,highway,347,0,Medium
9,Sunday,Cloudy,R8,arterial,63,1,Low
2,Friday,Clear,R2,local,10,0,Low
1,Saturday,Cloudy,R7,arterial,14,1,Low
10,Saturday,Foggy,R8,arterial,156,1,High
13,Thursday,Cloudy,R5,highway,303,0,Medium
23,Saturday,Clear,R4,highway,214,1,Low
2,Sunday,Rainy,R5,arterial,21,1,Low
19,Saturday,Foggy,R5,highway,190,1,Medium
12,Monday,Rainy,R8,highway,389,0,High
22,Monday,Stormy,R7,arterial,99,0,Medium
14,Sunday,Rainy,R5,highway,421,1,High
5,Saturday,Stormy,R6,highway,50,1,Low
8,Wednesday,Rainy,R7,arterial,203,0,High
12,Friday,Rainy,R5,highway,416,0,High
1,Wednesday,Clear,R6,arterial,15,0,Low
4,Saturday,Stormy,R5,arterial,28,1,Low
23,Saturday,Rainy,R1,local,36,1,Medium
14,Monday,Stormy,R8,highway,239,0,Medium
23,Tuesday,Clear,R3,arterial,60,0,Low
10,Tuesday,Rainy,R3,highway,208,0,Medium
3,Tuesday,Foggy,R5,arterial,19,0,Low
1,Thursday,Stormy,R5,arterial,34,0,Low
1,Sunday,Stormy,R5,arterial,6,1,Low
10,Sunday,Rainy,R7,highway,362,1,High
3,Saturday,Cloudy,R4,highway,16,1,Low
12,Monday,Rainy,R4,local,65,0,High
4,Thursday,Foggy,R5,highway,54,0,Low
2,Monday,Rainy,R3,arterial,27,0,Low
17,Thursday,Foggy,R3,highway,492,0,High
0,Sunday,Stormy,R2,highway,27,1,Low
22,Wednesday,Cloudy,R8,local,28,0,Low
23,Saturday,Stormy,R6,arterial,144,1,High
23,Thursday,Rainy,R6,highway,352,0,High
4,Sunday,Stormy,R7,highway,26,1,Low
2,Wednesday,Rainy,R3,highway,55,0,Low
13,Thursday,Stormy,R6,highway,405,0,High
8,Friday,Rainy,R8,arterial,204,0,High
23,Sunday,Stormy,R3,highway,252,1,High
13,Wednesday,Foggy,R8,highway,324,0,High
4,Friday,Rainy,R5,arterial,20,0,Low
4,Friday,Clear,R5,arterial,22,0,Low
22,Monday,Foggy,R4,arterial,71,0,Medium
5,Friday,Cloudy,R5,arterial,16,0,Low
23,Saturday,Foggy,R5,arterial,56,1,Low
3,Monday,Clear,R2,local,1,0,Low
18,Saturday,Cloudy,R2,local,16,1,Low
19,Thursday,Stormy,R2,local,82,0,High
1,Saturday,Foggy,R5,arterial,18,1,Low
2,Wednesday,Rainy,R2,highway,68,0,Low
22,Tuesday,Stormy,R2,local,53,0,High
13,Sunday,Stormy,R8,local,63,1,High
14,Friday,Rainy,R4,arterial,115,0,High
23,Monday,Stormy,R5,arterial,107,0,High
0,Friday,Rainy,R7,highway,61,0,Low
11,Thursday,Clear,R8,arterial,95,0,Medium
12,Sunday,Cloudy,R2,highway,353,1,Medium
1,Tuesday,Clear,R5,arterial,10,0,Low
14,Sunday,Clear,R2,highway,268,1,Medium
8,Thursday,Foggy,R5,highway,499,0,High
23,Thursday,Stormy,R8,local,57,0,High
23,Monday,Foggy,R2,highway,311,0,High
1,Friday,Clear,R2,highway,16,0,Low
19,Saturday,Foggy,R1,highway,207,1,Medium
16,Wednesday,Rainy,R3,arterial,81,0,Medium
1,Tuesday,Rainy,R2,highway,31,0,Low
2,Thursday,Clear,R2,highway,40,0,Low
20,Wednesday,Foggy,R4,arterial,123,0,Medium
7,Saturday,Cloudy,R5,highway,244,1,Medium
18,Wednesday,Cloudy,R8,local,70,0,High
1,Thursday,Cloudy,R8,arterial,15,0,Low
6,Friday,Stormy,R4,arterial,150,0,High
16,Thursday,Cloudy,R8,highway,189,0,Low
7,Wednesday,Clear,R8,arterial,191,0,High
11,Thursday,Rainy,R2,local,51,0,High
1,Thursday,Rainy,R6,arterial,11,0,Low
11,Wednesday,Clear,R4,local,34,0,Low
11,Monday,Rainy,R7,highway,263,0,Medium
5,Thursday,Cloudy,R8,highway,35,0,Low
19,Tuesday,Clear,R8,highway,359,0,Medium
21,Tuesday,Rainy,R3,local,47,0,High
15,Monday,Rainy,R5,highway,233,0,Medium
7,Monday,Foggy,R7,highway,504,0,High
2,Monday,Rainy,R5,arterial,14,0,Low
18,Saturday,Cloudy,R6,arterial,91,1,Medium
13,Monday,Stormy,R7,highway,465,0,High
19,Friday,Rainy,R1,highway,497,0,High
7,Saturday,Stormy,R4,local,45,1,High
13,Tuesday,Rainy,R3,highway,408,0,High
0,Saturday,Foggy,R5,highway,57,1,Low
9,Wednesday,Cloudy,R2,highway,465,0,High
19,Thursday,Rainy,R5,arterial,196,0,High
6,Friday,Rainy,R5,arterial,70,0,Medium
3,Tuesday,Clear,R2,highway,54,0,Low
8,Tuesday,Cloudy,R7,local,71,0,High
8,Monday,Cloudy,R3,local,70,0,High
10,Wednesday,Foggy,R6,arterial,77,0,Medium
18,Tuesday,Cloudy,R8,arterial,179,0,High
20,Monday,Foggy,R8,highway,207,0,Medium
9,Saturday,Stormy,R6,arterial,95,1,Medium
22,Thursday,Stormy,R6,arterial,151,0,High
16,Wednesday,Rainy,R2,local,29,0,Medium
18,Saturday,Clear,R6,highway,212,1,Low
8,Saturday,Clear,R8,arterial,88,1,Low
0,Saturday,Stormy,R1,local,12,1,Low
13,Friday,Foggy,R7,local,52,0,High
11,Saturday,Clear,R2,local,46,1,Medium
14,Sunday,Rainy,R6,arterial,149,1,High
10,Wednesday,Cloudy,R8,arterial,95,0,Medium
5,Tuesday,Cloudy,R6,arterial,19,0,Low
5,Tuesday,Cloudy,R3,highway,36,0,Low
21,Saturday,Rainy,R8,local,50,1,High
16,Friday,Cloudy,R5,highway,178,0,Low
19,Friday,Rainy,R4,arterial,203,0,High
10,Tuesday,Foggy,R4,local,36,0,Medium
5,Saturday,Foggy,R8,highway,49,1,Low
17,Wednesday,Cloudy,R5,arterial,183,0,High
9,Saturday,Foggy,R6,arterial,56,1,Low
7,Friday,Rainy,R4,arterial,198,0,High
10,Friday,Stormy,R1,highway,223,0,Medium
16,Friday,Clear,R2,local,22,0,Low
21,Wednesday,Rainy,R3,highway,306,0,High
17,Wednesday,Cloudy,R5,arterial,187,0,High
3,Sunday,Clear,R6,arterial,4,1,Low
6,Tuesday,Clear,R5,highway,233,0,Medium
13,Monday,Foggy,R3,arterial,144,0,High
18,Thursday,Cloudy,R4,arterial,186,0,High
4,Sunday,Stormy,R4,local,11,1,Low
3,Tuesday,Foggy,R4,highway,41,0,Low
16,Monday,Clear,R4,arterial,103,0,Medium
19,Friday,Stormy,R5,arterial,200,0,High
0,Wednesday,Rainy,R2,local,4,0,Low
7,Sunday,Stormy,R5,arterial,129,1,High
13,Thursday,Rainy,R1,arterial,163,0,High
6,Friday,Cloudy,R1,local,41,0,Medium
7,Sunday,Cloudy,R3,local,42,1,Medium
8,Sunday,Foggy,R2,highway,220,1,Medium
9,Thursday,Rainy,R8,arterial,204,0,High
0,Wednesday,Rainy,R3,local,8,0,Low
14,Tuesday,Cloudy,R7,arterial,76,0,Low
5,Saturday,Stormy,R5,arterial,28,1,Low
5,Thursday,Stormy,R6,highway,30,0,Low
1,Friday,Stormy,R1,arterial,27,0,Low
4,Wednesday,Clear,R2,highway,32,0,Low
1,Monday,Stormy,R3,arterial,17,0,Low
16,Tuesday,Cloudy,R3,highway,153,0,Low
16,Wednesday,Stormy,R8,local,55,0,High
16,Wednesday,Stormy,R8,highway,297,0,High
6,Wednesday,Clear,R6,highway,247,0,Medium
15,Saturday,Foggy,R3,arterial,84,1,Medium
6,Sunday,Foggy,R7,arterial,27,1,Low
18,Sunday,Foggy,R1,highway,285,1,Medium
1,Tuesday,Foggy,R8,highway,41,0,Low
18,Friday,Rainy,R2,highway,502,0,High
2,Tuesday,Cloudy,R5,arterial,26,0,Low
5,Tuesday,Stormy,R3,local,10,0,Low
14,Monday,Stormy,R7,local,34,0,Medium
12,Tuesday,Stormy,R4,local,68,0,High
9,Monday,Rainy,R8,local,79,0,High
14,Saturday,Rainy,R7,highway,399,1,High
3,Friday,Stormy,R4,arterial,16,0,Low
0,Friday,Stormy,R5,highway,87,0,Low
22,Saturday,Clear,R4,highway,170,1,Low
14,Friday,Foggy,R3,local,35,0,Medium
2,Thursday,Rainy,R2,arterial,30,0,Low
10,Sunday,Cloudy,R1,arterial,132,1,Medium
11,Wednesday,Cloudy,R8,highway,258,0,Medium
6,Monday,Stormy,R4,local,53,0,High
23,Thursday,Foggy,R2,highway,167,0,Low
15,Monday,Cloudy,R3,highway,267,0,Medium
3,Sunday,Rainy,R6,arterial,25,1,Low
20,Thursday,Cloudy,R3,highway,145,0,Low
4,Friday,Rainy,R8,local,12,0,Low
8,Tuesday,Foggy,R4,highway,490,0,High
16,Friday,Cloudy,R8,local,23,0,Low
21,Saturday,Clear,R7,highway,215,1,Low
0,Thursday,Clear,R1,local,5,0,Low
2,Friday,Stormy,R4,highway,62,0,Low
21,Friday,Rainy,R2,highway,192,0,Medium
18,Monday,Rainy,R3,arterial,199,0,High
0,Thursday,Rainy,R2,highway,48,0,Low
12,Saturday,Cloudy,R6,highway,333,1,Medium
2,Monday,Foggy,R2,highway,54,0,Low
14,Thursday,Stormy,R6,highway,247,0,Medium
10,Sunday,Rainy,R7,highway,487,1,High
16,Tuesday,Cloudy,R7,highway,255,0,Medium
4,Thursday,Clear,R4,highway,24,0,Low
3,Friday,Rainy,R3,local,3,0,Low
6,Friday,Cloudy,R7,highway,152,0,Low
1,Monday,Cloudy,R3,highway,43,0,Low
9,Saturday,Foggy,R8,arterial,110,1,Medium
21,Wednesday,Clear,R3,highway,220,0,Low
6,Monday,Foggy,R4,arterial,83,0,Medium
1,Saturday,Clear,R5,local,4,1,Low
20,Monday,Rainy,R6,highway,335,0,High
17,Tuesday,Stormy,R5,arterial,203,0,High
13,Tuesday,Clear,R4,local,48,0,Medium
16,Sunday,Cloudy,R8,highway,191,1,Low
13,Sunday,Rainy,R3,local,60,1,High
23,Thursday,Clear,R4,arterial,61,0,Low
15,Friday,Stormy,R3,local,49,0,High
5,Tuesday,Cloudy,R1,arterial,18,0,Low
0,Sunday,Cloudy,R6,arterial,9,1,Low
5,Saturday,Rainy,R5,local,10,1,Low
2,Wednesday,Clear,R3,arterial,23,0,Low
6,Monday,Stormy,R5,arterial,147,0,High
5,Thursday,Foggy,R8,arterial,13,0,Low
3,Tuesday,Stormy,R6,highway,63,0,Low
8,Wednesday,Rainy,R5,highway,496,0,High
6,Saturday,Clear,R6,highway,42,1,Low
3,Thursday,Cloudy,R3,highway,58,0,Low
15,Thursday,Rainy,R5,highway,287,0,High
15,Thursday,Cloudy,R3,local,21,0,Low
13,Tuesday,Rainy,R8,arterial,138,0,High
5,Monday,Clear,R5,arterial,8,0,Low
2,Monday,Foggy,R2,arterial,28,0,Low
5,Monday,Clear,R1,highway,43,0,Low
22,Tuesday,Rainy,R1,arterial,83,0,Medium
19,Wednesday,Foggy,R5,arterial,202,0,High
19,Tuesday,Cloudy,R1,local,76,0,High
16,Sunday,Cloudy,R6,arterial,85,1,Medium
5,Sunday,Cloudy,R5,highway,48,1,Low
0,Friday,Stormy,R1,highway,63,0,Low
4,Wednesday,Clear,R7,local,2,0,Low
10,Friday,Stormy,R3,highway,372,0,High
11,Wednesday,Rainy,R8,arterial,137,0,High
19,Tuesday,Clear,R2,highway,437,0,High
6,Monday,Clear,R8,arterial,73,0,Low
0,Wednesday,Clear,R3,highway,24,0,Low
21,Tuesday,Foggy,R1,arterial,73,0,Medium
20,Monday,Foggy,R2,highway,270,0,Medium
4,Saturday,Stormy,R5,arterial,25,1,Low
13,Sunday,Stormy,R3,arterial,190,1,High
9,Friday,Cloudy,R1,highway,427,0,High
19,Tuesday,Rainy,R5,highway,498,0,High
9,Friday,Clear,R1,highway,428,0,High
2,Thursday,Foggy,R7,highway,24,0,Low
16,Friday,Foggy,R6,local,29,0,Medium
8,Sunday,Foggy,R4,highway,222,1,Medium
20,Monday,Rainy,R5,highway,337,0,High
0,Friday,Stormy,R6,arterial,20,0,Low
5,Thursday,Cloudy,R1,local,0,0,Low
13,Tuesday,Clear,R4,local,49,0,Medium
0,Monday,Rainy,R1,arterial,11,0,Low
17,Monday,Clear,R3,highway,356,0,Medium
14,Tuesday,Cloudy,R7,local,34,0,Medium
15,Monday,Rainy,R6,arterial,114,0,Medium
19,Friday,Foggy,R3,highway,503,0,High
19,Monday,Cloudy,R6,highway,395,0,High
5,Sunday,Stormy,R2,highway,30,1,Low
16,Wednesday,Stormy,R4,arterial,99,0,Medium
9,Tuesday,Clear,R6,arterial,176,0,High
21,Friday,Rainy,R5,arterial,115,0,High
12,Friday,Stormy,R4,arterial,199,0,High
10,Saturday,Stormy,R4,highway,499,1,High
10,Saturday,Rainy,R4,arterial,195,1,High
21,Saturday,Foggy,R2,local,26,1,Low
11,Wednesday,Foggy,R5,highway,237,0,Medium
1,Sunday,Clear,R5,highway,42,1,Low
